region_id,name,zone,latitude,longitude,timestamp,aqi,pm2_5,pm10,no2,temp_c,status
BBSR-07,Nayapalli,Residential/Commercial,20.298,85.82,2025-08-25 12:00:00,47,34,51,10,28,Good
BBSR-08,Old Town (Lingaraj),Heritage/Dense,20.235,85.833,2025-08-25 12:00:00,43,31,46,9,28,Good
BBSR-09,Khandagiri,Highway Entry,20.255,85.795,2025-08-25 12:00:00,58,42,63,12,28,Satisfactory
BBSR-10,Chandrasekharpur,Residential,20.32,85.825,2025-08-25 12:00:00,29,21,31,6,28,Good
BBSR-01,Rasulgarh Square,Traffic Hub,20.29,85.865,2025-08-25 18:00:00,79,57,85,39,28,Satisfactory
BBSR-02,Palasuni,High Emission,20.301,85.868,2025-08-25 18:00:00,106,76,114,22,28,Moderate
BBSR-03,Laxmi Sagar,Mixed/Urban,20.28,85.85,2025-08-25 18:00:00,71,51,76,15,28,Satisfactory
BBSR-04,Patia (Infocity),Institutional,20.35,85.815,2025-08-25 18:00:00,40,29,43,8,28,Good
BBSR-05,Mancheswar IE,Industrial,20.315,85.855,2025-08-25 18:00:00,78,56,84,16,28,Satisfactory
BBSR-06,Master Canteen,Transit/Station,20.2667,85.843,2025-08-25 18:00:00,78,56,84,16,28,Satisfactory
BBSR-07,Nayapalli,Residential/Commercial,20.298,85.82,2025-08-25 18:00:00,64,46,69,13,28,Satisfactory
BBSR-08,Old Town (Lingaraj),Heritage/Dense,20.235,85.833,2025-08-25 18:00:00,44,32,48,9,28,Good
BBSR-09,Khandagiri,Highway Entry,20.255,85.795,2025-08-25 18:00:00,84,60,90,18,28,Satisfactory
BBSR-10,Chandrasekharpur,Residential,20.32,85.825,2025-08-25 18:00:00,54,39,58,11,28,Satisfactory
BBSR-01,Rasulgarh Square,Traffic Hub,20.29,85.865,2025-08-26 00:00:00,107,77,115,53,28,Moderate
BBSR-02,Palasuni,High Emission,20.301,85.868,2025-08-26 00:00:00,124,89,133,26,28,Moderate
BBSR-03,Laxmi Sagar,Mixed/Urban,20.28,85.85,2025-08-26 00:00:00,106,76,114,22,28,Moderate
BBSR-04,Patia (Infocity),Institutional,20.35,85.815,2025-08-26 00:00:00,50,36,54,10,28,Good
BBSR-05,Mancheswar IE,Industrial,20.315,85.855,2025-08-26 00:00:00,120,86,129,25,28,Moderate
BBSR-06,Master Canteen,Transit/Station,20.2667,85.843,2025-08-26 00:00:00,105,75,112,22,28,Moderate
BBSR-07,Nayapalli,Residential/Commercial,20.298,85.82,2025-08-26 00:00:00,81,58,87,17,28,Satisfactory
BBSR-08,Old Town (Lingaraj),Heritage/Dense,20.235,85.833,2025-08-26 00:00:00,84,60,90,18,28,Satisfactory
BBSR-09,Khandagiri,Highway Entry,20.255,85.795,2025-08-26 00:00:00,113,81,121,24,28,Moderate
BBSR-10,Chandrasekharpur,Residential,20.32,85.825,2025-08-26 00:00:00,58,42,63,12,28,Satisfactory
BBSR-01,Rasulgarh Square,Traffic Hub,20.29,85.865,2025-08-26 06:00:00,82,59,88,41,28,Satisfactory
BBSR-02,Palasuni,High Emission,20.301,85.868,2025-08-26 06:00:00,84,60,90,18,28,Satisfactory
BBSR-03,Laxmi Sagar,Mixed/Urban,20.28,85.85,2025-08-26 06:00:00,79,57,85,17,28,Satisfactory
BBSR-04,Patia (Infocity),Institutional,20.35,85.815,2025-08-26 06:00:00,36,26,39,7,28,Good
BBSR-05,Mancheswar IE,Industrial,20.315,85.855,2025-08-26 06:00:00,86,62,93,18,28,Satisfactory
BBSR-06,Master Canteen,Transit/Station,20.2667,85.843,2025-08-26 06:00:00,79,57,85,17,28,Satisfactory
BBSR-07,Nayapalli,Residential/Commercial,20.298,85.82,2025-08-26 06:00:00,60,43,64,12,28,Satisfactory
BBSR-08,Old Town (Lingaraj),Heritage/Dense,20.235,85.833,2025-08-26 06:00:00,54,39,58,11,28,Satisfactory
BBSR-09,Khandagiri,Highway Entry,20.255,85.795,2025-08-26 06:00:00,88,63,94,18,28,Satisfactory
BBSR-10,Chandrasekharpur,Residential,20.32,85.825,2025-08-26 06:00:00,60,43,64,12,28,Satisfactory
BBSR-01,Rasulgarh Square,Traffic Hub,20.29,85.865,2025-08-26 12:00:00,57,41,61,28,28,Satisfactory
BBSR-02,Palasuni,High Emission,20.301,85.868,2025-08-26 12:00:00,56,40,60,12,28,Satisfactory
BBSR-03,Laxmi Sagar,Mixed/Urban,20.28,85.85,2025-08-26 12:00:00,42,30,45,9,28,Good
BBSR-04,Patia (Infocity),Institutional,20.35,85.815,2025-08-26 12:00:00,19,14,21,4,28,Good
BBSR-05,Mancheswar IE,Industrial,20.315,85.855,2025-08-26 12:00:00,64,46,69,13,28,Satisfactory
BBSR-06,Master Canteen,Transit/Station,20.2667,85.843,2025-08-26 12:00:00,39,28,42,8,28,Good
BBSR-07,Nayapalli,Residential/Commercial,20.298,85.82,2025-08-26 12:00:00,37,27,40,8,28,Good
BBSR-08,Old Town (Lingaraj),Heritage/Dense,20.235,85.833,2025-08-26 12:00:00,21,15,22,4,28,Good
BBSR-09,Khandagiri,Highway Entry,20.255,85.795,2025-08-26 12:00:00,49,35,52,10,28,Good
BBSR-10,Chandrasekharpur,Residential,20.32,85.825,2025-08-26 12:00:00,39,28,42,8,28,Good
BBSR-01,Rasulgarh Square,Traffic Hub,20.29,85.865,2025-08-26 18:00:00,82,59,88,41,28,Satisfactory
BBSR-02,Palasuni,High Emission,20.301,85.868,2025-08-26 18:00:00,103,74,111,22,28,Moderate
BBSR-03,Laxmi Sagar,Mixed/Urban,20.28,85.85,2025-08-26 18:00:00,70,50,75,15,28,Satisfactory
BBSR-04,Patia (Infocity),Institutional,20.35,85.815,2025-08-26 18:00:00,40,29,43,8,28,Good
BBSR-05,Mancheswar IE,Industrial,20.315,85.855,2025-08-26 18:00:00,88,63,94,18,28,Satisfactory
BBSR-06,Master Canteen,Transit/Station,20.2667,85.843,2025-08-26 18:00:00,70,50,75,15,28,Satisfactory
BBSR-07,Nayapalli,Residential/Commercial,20.298,85.82,2025-08-26 18:00:00,71,51,76,15,28,Satisfactory
BBSR-08,Old Town (Lingaraj),Heritage/Dense,20.235,85.833,2025-08-26 18:00:00,68,49,73,14,28,Satisfactory
BBSR-09,Khandagiri,Highway Entry,20.255,85.795,2025-08-26 18:00:00,84,60,90,18,28,Satisfactory
BBSR-10,Chandrasekharpur,Residential,20.32,85.825,2025-08-26 18:00:00,46,33,49,9,28,Good
BBSR-01,Rasulgarh Square,Traffic Hub,20.29,85.865,2025-08-27 00:00:00,110,79,118,55,28,Moderate
BBSR-02,Palasuni,High Emission,20.301,85.868,2025-08-27 00:00:00,121,87,130,26,28,Moderate
BBSR-03,Laxmi Sagar,Mixed/Urban,20.28,85.85,2025-08-27 00:00:00,96,69,103,20,28,Satisfactory
BBSR-04,Patia (Infocity),Institutional,20.35,85.815,2025-08-27 00:00:00,61,44,66,13,28,Satisfactory
BBSR-05,Mancheswar IE,Industrial,20.315,85.855,2025-08-27 00:00:00,127,91,136,27,28,Moderate
BBSR-06,Master Canteen,Transit/Station,20.2667,85.843,2025-08-27 00:00:00,106,76,114,22,28,Moderate
BBSR-07,Nayapalli,Residential/Commercial,20.298,85.82,2025-08-27 00:00:00,72,52,78,15,28,Satisfactory
BBSR-08,Old Town (Lingaraj),Heritage/Dense,20.235,85.833,2025-08-27 00:00:00,68,49,73,14,28,Satisfactory
BBSR-09,Khandagiri,Highway Entry,20.255,85.795,2025-08-27 00:00:00,99,71,106,21,28,Satisfactory
BBSR-10,Chandrasekharpur,Residential,20.32,85.825,2025-08-27 00:00:00,57,41,61,12,28,Satisfactory
BBSR-01,Rasulgarh Square,Traffic Hub,20.29,85.865,2025-08-27 06:00:00,86,62,93,43,28,Satisfactory
BBSR-02,Palasuni,High Emission,20.301,85.868,2025-08-27 06:00:00,93,67,100,20,28,Satisfactory
BBSR-03,Laxmi Sagar,Mixed/Urban,20.28,85.85,2025-08-27 06:00:00,77,55,82,16,28,Satisfactory
BBSR-04,Patia (Infocity),Institutional,20.35,85.815,2025-08-27 06:00:00,30,22,33,6,28,Good
BBSR-05,Mancheswar IE,Industrial,20.315,85.855,2025-08-27 06:00:00,85,61,91,18,28,Satisfactory
BBSR-06,Master Canteen,Transit/Station,20.2667,85.843,2025-08-27 06:00:00,64,46,69,13,28,Satisfactory
BBSR-07,Nayapalli,Residential/Commercial,20.298,85.82,2025-08-27 06:00:00,64,46,69,13,28,Satisfactory
BBSR-08,Old Town (Lingaraj),Heritage/Dense,20.235,85.833,2025-08-27 06:00:00,43,31,46,9,28,Good
BBSR-09,Khandagiri,Highway Entry,20.255,85.795,2025-08-27 06:00:00,92,66,99,19,28,Satisfactory
BBSR-10,Chandrasekharpur,Residential,20.32,85.825,2025-08-27 06:00:00,60,43,64,12,28,Satisfactory
BBSR-01,Rasulgarh Square,Traffic Hub,20.29,85.865,2025-08-27 12:00:00,50,36,54,25,28,Good
BBSR-02,Palasuni,High Emission,20.301,85.868,2025-08-27 12:00:00,56,40,60,12,28,Satisfactory
BBSR-03,Laxmi Sagar,Mixed/Urban,20.28,85.85,2025-08-27 12:00:00,44,32,48,9,28,Good
BBSR-04,Patia (Infocity),Institutional,20.35,85.815,2025-08-27 12:00:00,25,18,27,5,28,Good
BBSR-05,Mancheswar IE,Industrial,20.315,85.855,2025-08-27 12:00:00,53,38,57,11,28,Satisfactory
BBSR-06,Master Canteen,Transit/Station,20.2667,85.843,2025-08-27 12:00:00,51,37,55,11,28,Satisfactory
BBSR-07,Nayapalli,Residential/Commercial,20.298,85.82,2025-08-27 12:00:00,26,19,28,5,28,Good
BBSR-08,Old Town (Lingaraj),Heritage/Dense,20.235,85.833,2025-08-27 12:00:00,39,28,42,8,28,Good
BBSR-09,Khandagiri,Highway Entry,20.255,85.795,2025-08-27 12:00:00,60,43,64,12,28,Satisfactory
BBSR-10,Chandrasekharpur,Residential,20.32,85.825,2025-08-27 12:00:00,35,25,37,7,28,Good
BBSR-01,Rasulgarh Square,Traffic Hub,20.29,85.865,2025-08-27 18:00:00,77,55,82,38,28,Satisfactory
BBSR-02,Palasuni,High Emission,20.301,85.868,2025-08-27 18:00:00,91,65,97,19,28,Satisfactory
BBSR-03,Laxmi Sagar,Mixed/Urban,20.28,85.85,2025-08-27 18:00:00,88,63,94,18,28,Satisfactory
BBSR-04,Patia (Infocity),Institutional,20.35,85.815,2025-08-27 18:00:00,35,25,37,7,28,Good
BBSR-05,Mancheswar IE,Industrial,20.315,85.855,2025-08-27 18:00:00,82,59,88,17,28,Satisfactory
BBSR-06,Master Canteen,Transit/Station,20.2667,85.843,2025-08-27 18:00:00,77,55,82,16,28,Satisfactory
BBSR-07,Nayapalli,Residential/Commercial,20.298,85.82,2025-08-27 18:00:00,64,46,69,13,28,Satisfactory
BBSR-08,Old Town (Lingaraj),Heritage/Dense,20.235,85.833,2025-08-27 18:00:00,56,40,60,12,28,Satisfactory
BBSR-09,Khandagiri,Highway Entry,20.255,85.795,2025-08-27 18:00:00,95,68,102,20,28,Satisfactory
BBSR-10,Chandrasekharpur,Residential,20.32,85.825,2025-08-27 18:00:00,39,28,42,8,28,Good
BBSR-01,Rasulgarh Square,Traffic Hub,20.29,85.865,2025-08-28 00:00:00,116,83,124,58,28,Moderate
BBSR-02,Palasuni,High Emission,20.301,85.868,2025-08-28 00:00:00,128,92,138,27,28,Moderate
BBSR-03,Laxmi Sagar,Mixed/Urban,20.28,85.85,2025-08-28 00:00:00,93,67,100,20,28,Satisfactory
BBSR-04,Patia (Infocity),Institutional,20.35,85.815,2025-08-28 00:00:00,61,44,66,13,28,Satisfactory
BBSR-05,Mancheswar IE,Industrial,20.315,85.855,2025-08-28 00:00:00,100,72,108,21,28,Satisfactory
BBSR-06,Master Canteen,Transit/Station,20.2667,85.843,2025-08-28 00:00:00,110,79,118,23,28,Moderate
BBSR-07,Nayapalli,Residential/Commercial,20.298,85.82,2025-08-28 00:00:00,71,51,76,15,28,Satisfactory
BBSR-08,Old Town (Lingaraj),Heritage/Dense,20.235,85.833,2025-08-28 00:00:00,78,56,84,16,28,Satisfactory
BBSR-09,Khandagiri,Highway Entry,20.255,85.795,2025-08-28 00:00:00,117,84,126,25,28,Moderate
BBSR-10,Chandrasekharpur,Residential,20.32,85.825,2025-08-28 00:00:00,77,55,82,16,28,Satisfactory
BBSR-01,Rasulgarh Square,Traffic Hub,20.29,85.865,2025-08-28 06:00:00,85,61,91,42,28,Satisfactory
BBSR-02,Palasuni,High Emission,20.301,85.868,2025-08-28 06:00:00,88,63,94,18,28,Satisfactory
BBSR-03,Laxmi Sagar,Mixed/Urban,20.28,85.85,2025-08-28 06:00:00,79,57,85,17,28,Satisfactory
BBSR-04,Patia (Infocity),Institutional,20.35,85.815,2025-08-28 06:00:00,35,25,37,7,28,Good
BBSR-05,Mancheswar IE,Industrial,20.315,85.855,2025-08-28 06:00:00,96,69,103,20,28,Satisfactory
BBSR-06,Master Canteen,Transit/Station,20.2667,85.843,2025-08-28 06:00:00,84,60,90,18,28,Satisfactory
BBSR-07,Nayapalli,Residential/Commercial,20.298,85.82,2025-08-28 06:00:00,57,41,61,12,28,Satisfactory
BBSR-08,Old Town (Lingaraj),Heritage/Dense,20.235,85.833,2025-08-28 06:00:00,49,35,52,10,28,Good
BBSR-09,Khandagiri,Highway Entry,20.255,85.795,2025-08-28 06:00:00,82,59,88,17,28,Satisfactory
BBSR-10,Chandrasekharpur,Residential,20.32,85.825,2025-08-28 06:00:00,35,25,37,7,28,Good
BBSR-01,Rasulgarh Square,Traffic Hub,20.29,85.865,2025-08-28 12:00:00,43,31,46,21,28,Good
BBSR-02,Palasuni,High Emission,20.301,85.868,2025-08-28 12:00:00,68,49,73,14,28,Satisfactory
BBSR-03,Laxmi Sagar,Mixed/Urban,20.28,85.85,2025-08-28 12:00:00,58,42,63,12,28,Satisfactory
BBSR-04,Patia (Infocity),Institutional,20.35,85.815,2025-08-28 12:00:00,22,16,24,4,28,Good
BBSR-05,Mancheswar IE,Industrial,20.315,85.855,2025-08-28 12:00:00,58,42,63,12,28,Satisfactory
BBSR-06,Master Canteen,Transit/Station,20.2667,85.843,2025-08-28 12:00:00,58,42,63,12,28,Satisfactory
BBSR-07,Nayapalli,Residential/Commercial,20.298,85.82,2025-08-28 12:00:00,44,32,48,9,28,Good
BBSR-08,Old Town (Lingaraj),Heritage/Dense,20.235,85.833,2025-08-28 12:00:00,28,20,30,6,28,Good
BBSR-09,Khandagiri,Highway Entry,20.255,85.795,2025-08-28 12:00:00,56,40,60,12,28,Satisfactory
BBSR-10,Chandrasekharpur,Residential,20.32,85.825,2025-08-28 12:00:00,37,27,40,8,28,Good
BBSR-01,Rasulgarh Square,Traffic Hub,20.29,85.865,2025-08-28 18:00:00,74,53,79,37,28,Satisfactory
BBSR-02,Palasuni,High Emission,20.301,85.868,2025-08-28 18:00:00,105,75,112,22,28,Moderate
BBSR-03,Laxmi Sagar,Mixed/Urban,20.28,85.85,2025-08-28 18:00:00,92,66,99,19,28,Satisfactory
BBSR-04,Patia (Infocity),Institutional,20.35,85.815,2025-08-28 18:00:00,32,23,34,6,28,Good
BBSR-05,Mancheswar IE,Industrial,20.315,85.855,2025-08-28 18:00:00,84,60,90,18,28,Satisfactory
BBSR-06,Master Canteen,Transit/Station,20.2667,85.843,2025-08-28 18:00:00,77,55,82,16,28,Satisfactory
BBSR-07,Nayapalli,Residential/Commercial,20.298,85.82,2025-08-28 18:00:00,53,38,57,11,28,Satisfactory
BBSR-08,Old Town (Lingaraj),Heritage/Dense,20.235,85.833,2025-08-28 18:00:00,50,36,54,10,28,Good
BBSR-09,Khandagiri,Highway Entry,20.255,85.795,2025-08-28 18:00:00,88,63,94,18,28,Satisfactory
BBSR-10,Chandrasekharpur,Residential,20.32,85.825,2025-08-28 18:00:00,62,45,67,13,28,Satisfactory
BBSR-01,Rasulgarh Square,Traffic Hub,20.29,85.865,2025-08-29 00:00:00,116,83,124,58,28,Moderate
BBSR-02,Palasuni,High Emission,20.301,85.868,2025-08-29 00:00:00,118,85,127,25,28,Moderate
BBSR-03,Laxmi Sagar,Mixed/Urban,20.28,85.85,2025-08-29 00:00:00,105,75,112,22,28,Moderate
BBSR-04,Patia (Infocity),Institutional,20.35,85.815,2025-08-29 00:00:00,70,50,75,15,28,Satisfactory
BBSR-05,Mancheswar IE,Industrial,20.315,85.855,2025-08-29 00:00:00,105,75,112,22,28,Moderate
BBSR-06,Master Canteen,Transit/Station,20.2667,85.843,2025-08-29 00:00:00,100,72,108,21,28,Satisfactory
BBSR-07,Nayapalli,Residential/Commercial,20.298,85.82,2025-08-29 00:00:00,93,67,100,20,28,Satisfactory
BBSR-08,Old Town (Lingaraj),Heritage/Dense,20.235,85.833,2025-08-29 00:00:00,75,54,81,16,28,Satisfactory
BBSR-09,Khandagiri,Highway Entry,20.255,85.795,2025-08-29 00:00:00,100,72,108,21,28,Satisfactory
BBSR-10,Chandrasekharpur,Residential,20.32,85.825,2025-08-29 00:00:00,72,52,78,15,28,Satisfactory
BBSR-01,Rasulgarh Square,Traffic Hub,20.29,85.865,2025-08-29 06:00:00,79,57,85,39,28,Satisfactory
BBSR-02,Palasuni,High Emission,20.301,85.868,2025-08-29 06:00:00,91,65,97,19,28,Satisfactory
BBSR-03,Laxmi Sagar,Mixed/Urban,20.28,85.85,2025-08-29 06:00:00,88,63,94,18,28,Satisfactory
BBSR-04,Patia (Infocity),Institutional,20.35,85.815,2025-08-29 06:00:00,44,32,48,9,28,Good
BBSR-05,Mancheswar IE,Industrial,20.315,85.855,2025-08-29 06:00:00,84,60,90,18,28,Satisfactory
BBSR-06,Master Canteen,Transit/Station,20.2667,85.843,2025-08-29 06:00:00,75,54,81,16,28,Satisfactory
BBSR-07,Nayapalli,Residential/Commercial,20.298,85.82,2025-08-29 06:00:00,57,41,61,12,28,Satisfactory
BBSR-08,Old Town (Lingaraj),Heritage/Dense,20.235,85.833,2025-08-29 06:00:00,57,41,61,12,28,Satisfactory
BBSR-09,Khandagiri,Highway Entry,20.255,85.795,2025-08-29 06:00:00,92,66,99,19,28,Satisfactory
BBSR-10,Chandrasekharpur,Residential,20.32,85.825,2025-08-29 06:00:00,42,30,45,9,28,Good
BBSR-01,Rasulgarh Square,Traffic Hub,20.29,85.865,2025-08-29 12:00:00,40,29,43,20,28,Good
BBSR-02,Palasuni,High Emission,20.301,85.868,2025-08-29 12:00:00,57,41,61,12,28,Satisfactory
BBSR-03,Laxmi Sagar,Mixed/Urban,20.28,85.85,2025-08-29 12:00:00,57,41,61,12,28,Satisfactory
BBSR-04,Patia (Infocity),Institutional,20.35,85.815,2025-08-29 12:00:00,22,16,24,4,28,Good
BBSR-05,Mancheswar IE,Industrial,20.315,85.855,2025-08-29 12:00:00,44,32,48,9,28,Good
BBSR-06,Master Canteen,Transit/Station,20.2667,85.843,2025-08-29 12:00:00,35,25,37,7,28,Good
BBSR-07,Nayapalli,Residential/Commercial,20.298,85.82,2025-08-29 12:00:00,28,20,30,6,28,Good
BBSR-08,Old Town (Lingaraj),Heritage/Dense,20.235,85.833,2025-08-29 12:00:00,21,15,22,4,28,Good
BBSR-09,Khandagiri,Highway Entry,20.255,85.795,2025-08-29 12:00:00,44,32,48,9,28,Good
BBSR-10,Chandrasekharpur,Residential,20.32,85.825,2025-08-29 12:00:00,28,20,30,6,28,Good
BBSR-01,Rasulgarh Square,Traffic Hub,20.29,85.865,2025-08-29 18:00:00,71,51,76,35,28,Satisfactory
BBSR-02,Palasuni,High Emission,20.301,85.868,2025-08-29 18:00:00,95,68,102,20,28,Satisfactory
BBSR-03,Laxmi Sagar,Mixed/Urban,20.28,85.85,2025-08-29 18:00:00,68,49,73,14,28,Satisfactory
BBSR-04,Patia (Infocity),Institutional,20.35,85.815,2025-08-29 18:00:00,54,39,58,11,28,Satisfactory
BBSR-05,Mancheswar IE,Industrial,20.315,85.855,2025-08-29 18:00:00,81,58,87,17,28,Satisfactory
BBSR-06,Master Canteen,Transit/Station,20.2667,85.843,2025-08-29 18:00:00,72,52,78,15,28,Satisfactory
BBSR-07,Nayapalli,Residential/Commercial,20.298,85.82,2025-08-29 18:00:00,74,53,79,15,28,Satisfactory
BBSR-08,Old Town (Lingaraj),Heritage/Dense,20.235,85.833,2025-08-29 18:00:00,62,45,67,13,28,Satisfactory
BBSR-09,Khandagiri,Highway Entry,20.255,85.795,2025-08-29 18:00:00,79,57,85,17,28,Satisfactory
BBSR-10,Chandrasekharpur,Residential,20.32,85.825,2025-08-29 18:00:00,42,30,45,9,28,Good
BBSR-01,Rasulgarh Square,Traffic Hub,20.29,85.865,2025-08-30 00:00:00,113,81,121,56,28,Moderate
BBSR-02,Palasuni,High Emission,20.301,85.868,2025-08-30 00:00:00,114,82,123,24,28,Moderate
BBSR-03,Laxmi Sagar,Mixed/Urban,20.28,85.85,2025-08-30 00:00:00,113,81,121,24,28,Moderate
BBSR-04,Patia (Infocity),Institutional,20.35,85.815,2025-08-30 00:00:00,62,45,67,13,28,Satisfactory
BBSR-05,Mancheswar IE,Industrial,20.315,85.855,2025-08-30 00:00:00,109,78,117,23,28,Moderate
BBSR-06,Master Canteen,Transit/Station,20.2667,85.843,2025-08-30 00:00:00,93,67,100,20,28,Satisfactory
BBSR-07,Nayapalli,Residential/Commercial,20.298,85.82,2025-08-30 00:00:00,74,53,79,15,28,Satisfactory
BBSR-08,Old Town (Lingaraj),Heritage/Dense,20.235,85.833,2025-08-30 00:00:00,72,52,78,15,28,Satisfactory
BBSR-09,Khandagiri,Highway Entry,20.255,85.795,2025-08-30 00:00:00,105,75,112,22,28,Moderate
BBSR-10,Chandrasekharpur,Residential,20.32,85.825,2025-08-30 00:00:00,71,51,76,15,28,Satisfactory
BBSR-01,Rasulgarh Square,Traffic Hub,20.29,85.865,2025-08-30 06:00:00,72,52,78,36,28,Satisfactory
BBSR-02,Palasuni,High Emission,20.301,85.868,2025-08-30 06:00:00,81,58,87,17,28,Satisfactory
BBSR-03,Laxmi Sagar,Mixed/Urban,20.28,85.85,2025-08-30 06:00:00,91,65,97,19,28,Satisfactory
BBSR-04,Patia (Infocity),Institutional,20.35,85.815,2025-08-30 06:00:00,46,33,49,9,28,Good
BBSR-05,Mancheswar IE,Industrial,20.315,85.855,2025-08-30 06:00:00,74,53,79,15,28,Satisfactory
BBSR-06,Master Canteen,Transit/Station,20.2667,85.843,2025-08-30 06:00:00,61,44,66,13,28,Satisfactory
BBSR-07,Nayapalli,Residential/Commercial,20.298,85.82,2025-08-30 06:00:00,57,41,61,12,28,Satisfactory
BBSR-08,Old Town (Lingaraj),Heritage/Dense,20.235,85.833,2025-08-30 06:00:00,47,34,51,10,28,Good
BBSR-09,Khandagiri,Highway Entry,20.255,85.795,2025-08-30 06:00:00,82,59,88,17,28,Satisfactory
BBSR-10,Chandrasekharpur,Residential,20.32,85.825,2025-08-30 06:00:00,43,31,46,9,28,Good
BBSR-01,Rasulgarh Square,Traffic Hub,20.29,85.865,2025-08-30 12:00:00,58,42,63,29,28,Satisfactory
BBSR-02,Palasuni,High Emission,20.301,85.868,2025-08-30 12:00:00,61,44,66,13,28,Satisfactory
BBSR-03,Laxmi Sagar,Mixed/Urban,20.28,85.85,2025-08-30 12:00:00,39,28,42,8,28,Good
BBSR-04,Patia (Infocity),Institutional,20.35,85.815,2025-08-30 12:00:00,14,10,15,3,28,Good
BBSR-05,Mancheswar IE,Industrial,20.315,85.855,2025-08-30 12:00:00,54,39,58,11,28,Satisfactory
BBSR-06,Master Canteen,Transit/Station,20.2667,85.843,2025-08-30 12:00:00,40,29,43,8,28,Good
BBSR-07,Nayapalli,Residential/Commercial,20.298,85.82,2025-08-30 12:00:00,39,28,42,8,28,Good
BBSR-08,Old Town (Lingaraj),Heritage/Dense,20.235,85.833,2025-08-30 12:00:00,42,30,45,9,28,Good
BBSR-09,Khandagiri,Highway Entry,20.255,85.795,2025-08-30 12:00:00,56,40,60,12,28,Satisfactory
BBSR-10,Chandrasekharpur,Residential,20.32,85.825,2025-08-30 12:00:00,39,28,42,8,28,Good
BBSR-01,Rasulgarh Square,Traffic Hub,20.29,85.865,2025-08-30 18:00:00,72,52,78,36,28,Satisfactory
BBSR-02,Palasuni,High Emission,20.301,85.868,2025-08-30 18:00:00,102,73,109,21,28,Moderate
BBSR-03,Laxmi Sagar,Mixed/Urban,20.28,85.85,2025-08-30 18:00:00,85,61,91,18,28,Satisfactory
BBSR-04,Patia (Infocity),Institutional,20.35,85.815,2025-08-30 18:00:00,32,23,34,6,28,Good
BBSR-05,Mancheswar IE,Industrial,20.315,85.855,2025-08-30 18:00:00,89,64,96,19,28,Satisfactory
BBSR-06,Master Canteen,Transit/Station,20.2667,85.843,2025-08-30 18:00:00,67,48,72,14,28,Satisfactory
BBSR-07,Nayapalli,Residential/Commercial,20.298,85.82,2025-08-30 18:00:00,57,41,61,12,28,Satisfactory
BBSR-08,Old Town (Lingaraj),Heritage/Dense,20.235,85.833,2025-08-30 18:00:00,50,36,54,10,28,Good
BBSR-09,Khandagiri,Highway Entry,20.255,85.795,2025-08-30 18:00:00,93,67,100,20,28,Satisfactory
BBSR-10,Chandrasekharpur,Residential,20.32,85.825,2025-08-30 18:00:00,47,34,51,10,28,Good
BBSR-01,Rasulgarh Square,Traffic Hub,20.29,85.865,2025-08-31 00:00:00,117,84,126,58,28,Moderate
BBSR-02,Palasuni,High Emission,20.301,85.868,2025-08-31 00:00:00,117,84,126,25,28,Moderate
BBSR-03,Laxmi Sagar,Mixed/Urban,20.28,85.85,2025-08-31 00:00:00,102,73,109,21,28,Moderate
BBSR-04,Patia (Infocity),Institutional,20.35,85.815,2025-08-31 00:00:00,65,47,70,14,28,Satisfactory
BBSR-05,Mancheswar IE,Industrial,20.315,85.855,2025-08-31 00:00:00,107,77,115,23,28,Moderate
BBSR-06,Master Canteen,Transit/Station,20.2667,85.843,2025-08-31 00:00:00,103,74,111,22,28,Moderate
BBSR-07,Nayapalli,Residential/Commercial,20.298,85.82,2025-08-31 00:00:00,96,69,103,20,28,Satisfactory
BBSR-08,Old Town (Lingaraj),Heritage/Dense,20.235,85.833,2025-08-31 00:00:00,74,53,79,15,28,Satisfactory
BBSR-09,Khandagiri,Highway Entry,20.255,85.795,2025-08-31 00:00:00,110,79,118,23,28,Moderate
BBSR-10,Chandrasekharpur,Residential,20.32,85.825,2025-08-31 00:00:00,64,46,69,13,28,Satisfactory
BBSR-01,Rasulgarh Square,Traffic Hub,20.29,85.865,2025-08-31 06:00:00,81,58,87,40,28,Satisfactory
BBSR-02,Palasuni,High Emission,20.301,85.868,2025-08-31 06:00:00,92,66,99,19,28,Satisfactory
BBSR-03,Laxmi Sagar,Mixed/Urban,20.28,85.85,2025-08-31 06:00:00,86,62,93,18,28,Satisfactory
BBSR-04,Patia (Infocity),Institutional,20.35,85.815,2025-08-31 06:00:00,39,28,42,8,28,Good
BBSR-05,Mancheswar IE,Industrial,20.315,85.855,2025-08-31 06:00:00,74,53,79,15,28,Satisfactory
BBSR-06,Master Canteen,Transit/Station,20.2667,85.843,2025-08-31 06:00:00,64,46,69,13,28,Satisfactory
BBSR-07,Nayapalli,Residential/Commercial,20.298,85.82,2025-08-31 06:00:00,62,45,67,13,28,Satisfactory
BBSR-08,Old Town (Lingaraj),Heritage/Dense,20.235,85.833,2025-08-31 06:00:00,44,32,48,9,28,Good
BBSR-09,Khandagiri,Highway Entry,20.255,85.795,2025-08-31 06:00:00,74,53,79,15,28,Satisfactory
BBSR-10,Chandrasekharpur,Residential,20.32,85.825,2025-08-31 06:00:00,46,33,49,9,28,Good
BBSR-01,Rasulgarh Square,Traffic Hub,20.29,85.865,2025-08-31 12:00:00,39,28,42,19,28,Good
